customer_name,Mar_21,Apr_21,May_21,Jun_21,Jul_21,Aug_21,Sep_21,Oct_21,Nov_21,Dec_21,Jan_22,Feb_22,Mar_22,Apr_22,May_22,Jun_22,Jul_22,Aug_22,Sep_22,Oct_22,Nov_22,Dec_22,Jan_23,Feb_23,Mar_23,Apr_23,May_23,Jun_23,Jul_23,Aug_23,Sep_23,Oct_23,Nov_23,Dec_23,Jan_24,Feb_24,Mar_24,Apr_24,May_24,Jun_24,Jul_24,Aug_24,Sep_24,Oct_24,Feb_20,Mar_20,Apr_20,May_20,Jun_20,Jul_20,Aug_20,Sep_20,Oct_20,Nov_20,Dec_20,Jan_21,Feb_21,Nov_24,Dec_24,Jan_25,Feb_25,Dec_18,Jan_19,Feb_19,Mar_19,Apr_19,May_19,Jun_19,Jul_19,Aug_19,Sep_19,Oct_19,Nov_19,Dec_19,Jan_20,Jun_18,Jul_18,Aug_18,Sep_18,Oct_18,Nov_18,Mar_25,Apr_25,May_25,Jun_25,Jul_25,Aug_25,Sep_25,Oct_25,Nov_25,Dec_25,Jan_26,Feb_26,Mar_26,Apr_26,May_26,Jun_26,Jul_26,Aug_26,Sep_26,Oct_26,Nov_26,Dec_26,Jan_27,Feb_27,Mar_27,Apr_27,May_27,Jun_27,Jul_27,Aug_27,Sep_27,Oct_27,Nov_27,Dec_27,Jan_28,Feb_28,Mar_28,Apr_28,May_28,Jun_28,Jul_28,Aug_28,Sep_28,Oct_28,Nov_28,Dec_28,Jan_29,Feb_29,Mar_29,Apr_29,May_29,Jun_29,Jul_29,Aug_29,Sep_29,Oct_29,Nov_29,Dec_29,Jan_30,Feb_30
"""Saint Lucie County (FL)  Fire District""",,,,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,7580.0,8011.889140271493,8011.889140271493,8011.889140271493,8011.889140271493,8011.889140271493,8011.889140271493,8011.889140271493,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,8197.77,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Salem Township (MI) Fire Department""",698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,0.0,0.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,0.0,,,,,,,,,,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Salinas (CA) Fire Department""",2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,2072.0,,,,,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,1909.79797979798,,,,,1909.79797979798,1909.79797979798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Saline Valley (MO) Fire Protection District""",,,,,1330.2,1330.2,1330.2,1330.2,1330.2,1330.2,1330.2,1330.2,2100.697619047619,2100.697619047619,2100.697619047619,2100.697619047619,770.4976190476191,770.4976190476191,770.4976190476191,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Salt Rock Township (OH) Fire Department""",259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,0.0,0.0,0.0,,,,,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,,,,,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Bernardino County (CA) Fire District""",3906.0,4192.859154929578,4192.859154929578,4192.859154929578,4192.859154929578,1960.8591549295775,1960.8591549295775,1960.8591549295775,286.85915492957747,12781.18160390917,12781.18160390917,12781.18160390917,12781.18160390917,12494.322448979594,19121.100486213294,19121.100486213294,19121.100486213294,19121.100486213294,19121.100486213294,19630.275486213297,16601.108209647497,16601.108209647497,16601.108209647497,16601.108209647497,16829.858209647497,16829.858209647497,16829.858209647497,16829.858209647497,16829.858209647497,16829.858209647497,16829.858209647497,16829.858209647497,16640.925,16640.925,16640.925,0.0,0.0,0.0,,,,,,,2230.2047244094488,2230.2047244094488,2230.2047244094488,2230.2047244094488,2230.2047244094488,2230.2047244094488,2232.0,2232.0,2232.0,3906.0,3906.0,3906.0,3906.0,,,,,,,,,,,,,1674.0,1674.0,1674.0,1674.0,2230.2047244094488,2230.2047244094488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Bruno (CA) Fire Department""",,,,,,,,,,,,,,,,,,,2046.6,2046.6,2046.6,2046.6,2046.6,2046.6,2046.6,2046.6,2046.6,2046.6,2046.6,4502.6,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,2456.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Carlos Park (FL) Fire Protect Rescue Serv Dist""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,,,,,,,,,,,,,,3395.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Carlos Park (FL) Fire Protection and Rescue Service District""",,,,,,,,,,,,,,,,,,,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,3442.152777777778,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Luis Obispo (CA) Police Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,3145.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Marcos (CA) Fire Department, City of""",3572.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,3698.73,0.0,0.0,0.0,,,,798.0,798.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Miguel (CA) Fire & Rescue""",,,,,,,,,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""San Rafael (CA) Fire Department, City of""",,,,,,,,,,,,,,,,5871.6,5871.6,5871.6,5871.6,5871.6,5871.6,6640.078915662651,6640.078915662651,6640.078915662651,6640.078915662651,6640.078915662651,6640.078915662651,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,6911.68,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sandy Spring (MD) Volunteer Fire Company""",379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,390.37,0.0,0.0,,,,,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sandy Springs (GA) Fire Department, City of""",,,,,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2444.4,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,2851.8,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sanford (SD) Air Med""",6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6867.837638376383,6867.837638376383,6867.837638376383,6867.837638376383,6867.837638376383,6867.837638376383,6867.837638376383,6867.837638376383,6867.837638376383,6778.0,6778.0,6778.0,6778.0,6778.0,6903.64,6903.64,6903.64,6903.64,6903.64,6903.64,6903.64,4313.64,4313.64,4313.64,4313.64,4313.64,4313.64,4313.64,4313.64,0.0,0.0,0.0,,,4774.0,4774.0,5469.545722713864,5469.545722713864,5469.545722713864,5727.274730347452,5727.274730347452,5727.274730347452,8058.274730347452,5727.274730347452,5727.274730347452,5727.274730347452,5727.274730347452,,,,,2072.0,2072.0,2072.0,4515.0,4515.0,4515.0,4515.0,4515.0,4515.0,4515.0,4845.580645161291,4774.0,4774.0,4774.0,,,,,,2072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sansom Park (TX) Fire Department""",,,,,,,,,,,,,,,,,,,,,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Santa Clara-Ivins (UT) Fire & Rescue""",,,,,,,,,,,,,,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,2129.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Santa Fe (NM) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,6710.4,6710.4,7427.691588785046,7427.691588785046,7427.691588785046,7427.691588785046,14486.039999999999,14486.039999999999,14486.039999999999,14486.039999999999,14486.039999999999,14486.039999999999,7775.639999999999,7775.639999999999,7775.639999999999,7775.639999999999,7775.639999999999,7775.639999999999,7775.639999999999,7775.639999999999,7775.639999999999,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Saraland (AL) Fire Department""",,,,,,,,,,,,,,,,,,,,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,4753.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Savage (MD) Volunteer Fire Company""",,,,,,,,,,,,,,,,,,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sawyer County (WI) Ambulance""",,,,,,,,,,,,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1616.9999999999998,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,1665.5100000000002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Scappoose (OR) Fire District""",2394.0,2394.0,2394.0,2394.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Scappoose (OR) Fire District """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Schiller Park (IL) Fire Department""",400.09615384615387,400.09615384615387,400.09615384615387,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,0.0,0.0,,,,,,400.09615384615387,400.09615384615387,400.09615384615387,400.09615384615387,400.09615384615387,400.09615384615387,400.09615384615387,400.09615384615387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Scioto Valley (OH)  Fire District""",259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,,,,,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Scioto Valley (OH) Fire District""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Scott Township (IN) Fire & EMS""",1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,0.0,0.0,0.0,,,,,,,,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,,,,,,,,,,,,,,,1197.0,1197.0,1197.0,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Seaford (NY) Fire District""",718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,718.8,718.8,718.8,718.8,718.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sedona (AZ) Fire District""",,,,,,,,,,,,,,,,,,,,,,,,,,,9136.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,10334.0,1198.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Seven Lakes (NC) Volunteer Fire Department Inc""",349.0,349.0,349.0,349.0,349.0,349.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,345.2168021680217,0.0,0.0,0.0,,,,,,,,,,,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,,,,,,,,,,,,349.0,349.0,349.0,349.0,349.0,349.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sevierville (TN) Fire Department, City of""",1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,1480.72,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Shaler Hampton (PA) EMS""",,,,,,,,,,,,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,862.7999999999998,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,888.06,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sharon Township (OH) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sharonville (OH) Fire Department, City of""",2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,2792.0,2792.0,,,,,,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,1744.9999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Shawnee Heights (KS) Fire District""",1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,2634.0,2634.0,2634.0,2634.0,2634.0,2634.0,3234.0,3234.0,3234.0,3234.0,3234.0,3234.0,1956.0,1956.0,1956.0,1956.0,1956.0,1956.0,1956.0,1956.0,1956.0,0.0,0.0,0.0,,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,,,,,,,,,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Shawsville (VA) Volunteer Rescue Squad""",419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,431.56999999999994,0.0,,,,,,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sheffield Lake (OH) Fire Department""",,,,,,,,,,,,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,729.5799999999999,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sheffield Village (OH) Fire Department""",1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,0.0,0.0,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,0.0,,,,,,,,,,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sheridan (OR) Fire District""",,,,,,,,,,,,,,,,,,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,3395.0,6891.849999999999,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,3496.8499999999995,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
